nom,ville,cp,region,lat,lon
Pharmacie des Bruyères,,,Île-de-France,48.8744888,2.4155695
Pharmacie des Bouvets,Puteaux,92800.0,Île-de-France,48.8890648,2.2315383
Pharmacie Duroc,,,Île-de-France,48.8475959,2.3184518
Pharmacie centrale Roquette,Paris,75011.0,Île-de-France,48.8558314,2.3749424
Pharmacie générale Belleville-Ménilmontant,Paris,75011.0,Île-de-France,48.8677009,2.3819329
Pharmacie Couronnes,,,Île-de-France,48.8691626,2.3800109
Pharmacie de la Gare,,,Île-de-France,48.6980684,2.1849684
Pharmacie de Chars,,,Île-de-France,49.160283,1.9348403
Pharmacie de la Folie-Regnault,Paris,75011.0,Île-de-France,48.8596615,2.3868062
Pharmacie Villemont-Martinez,,,Île-de-France,48.8377383,2.3460608
Pharmacie Peret,,,Île-de-France,48.8404823,2.3461454
Pharmacie Saint-Jacques,,,Île-de-France,48.8428957,2.3414897
Pharmacie du Luxembourg,,,Île-de-France,48.8424411,2.3384278
Pharmacie Val de Grace,,,Île-de-France,48.8406994,2.3405872
Pharmacie Notre Dame des Champs,,,Île-de-France,48.8406428,2.3343655
Pharmacie de la Maternité Port-Royal,,,Île-de-France,48.8391606,2.3393954
Pharmacie du Dome,,,Île-de-France,48.8414031,2.3294036
Pharmacie Juillet,,,Île-de-France,48.8439787,2.329252
Pharmacie du Théâtre,,,Île-de-France,48.8488277,2.2880032
Pharmacie de la Muette,Paris,75016.0,Île-de-France,48.858012,2.2739092
Pharmacie Bailly,Paris,75016.0,Île-de-France,48.8553114,2.2697963
Pharmacie Centrale de Passy,,,Île-de-France,48.8579821,2.2806665
Pharmacie Franklin,Paris,,Île-de-France,48.8584677,2.283688
Pharmacie Spinhirny,,,Île-de-France,48.865513,2.2866451
Pharmacie des Belles Feuilles,,,Île-de-France,48.8668133,2.2839901
Pharmacie du Dome,,75116.0,Île-de-France,48.8707344,2.2916096
Inter Para,,,Île-de-France,48.8625852,2.3538494
Pharmacie du Parc,,,Île-de-France,49.0410944,2.1136127
Pharmacie du Cirque d'Hiver,,,Île-de-France,48.863653,2.3667474
Grande Pharmacie Bleuzen,Vanves,92170.0,Île-de-France,48.8218641,2.293352
Les Artisans du Faubourg,,,Île-de-France,48.8492576,2.3891263
Pharmacie Dutremblay,,,Île-de-France,48.9257499,2.4303213
Pharmacie Paris-Est,,,Île-de-France,48.8737404,2.3586469
Parmacie Caravatti,Pussay,91740.0,Île-de-France,48.3494594,1.9921883
Pharmacie Elixir,Étampes,91150.0,Île-de-France,48.4330477,2.1550438
Pharmacie Paytra,Étampes,91150.0,Île-de-France,48.4314051,2.1506728
Well & Well,,,Île-de-France,48.8682661,2.4180409
Pharmacie Saint-James,,,Île-de-France,48.8834039,2.2596466
Pharmacie Yaïche,,,Île-de-France,48.8835563,2.2630448
Pharmacie Groussier,,,Île-de-France,48.8846741,2.2671128
Pharmacie du Parc,,,Île-de-France,48.8848894,2.2682746
Pharmacie Peretti,,,Île-de-France,48.8852288,2.266425
Pharmacie Michelis,,,Île-de-France,48.8836699,2.2779864
Pharmacie de Chézy,,,Île-de-France,48.8907545,2.2742805
Pharmacie de la porte de Saint-Mandé,,,Île-de-France,48.84448,2.410719
La confiance,Paris,,Île-de-France,48.8712692,2.3763039
Pharmacie Bac Grenelle,Paris,,Île-de-France,48.8549878,2.3244237
Grande Pharmacie du Bac,,,Île-de-France,48.8555547,2.3250424
Pharmacie Huynh Dang,Massy,91300.0,Île-de-France,48.7284825,2.2851087
Pharmacie des Bords de Seine,Issy-les-Moulineaux,92130.0,Île-de-France,48.825049,2.2593663
Grande Pharmacie de Stalingrad,Paris,,Île-de-France,48.8861427,2.3706463
Pharmacie du Bontemps,Cergy,95800.0,Île-de-France,49.0527852,2.0176523
Pharmacie du Vauvarois,Osny,95520.0,Île-de-France,49.0621836,2.0511749
Pharmacie Saint-Mathieu,,78300.0,Île-de-France,48.93089,2.0397669
Grande Pharmacie de Poissy,Poissy,78300.0,Île-de-France,48.9289285,2.0437577
Pharmacie du Centre,,78300.0,Île-de-France,48.9300118,2.0415771
Pharmacie Le Clos d'Arcy,Poissy,78300.0,Île-de-France,48.9291884,2.0492074
Pharmacie Duclos Grenet,Poissy,78300.0,Île-de-France,48.9341973,2.0522111
Pharmacie de la Maladrerie,Poissy,78300.0,Île-de-France,48.9210008,2.0330841
Pharmacie Racine,Poissy,78300.0,Île-de-France,48.9217493,2.0287645
Pharmacie Verheyde Tran,,,Île-de-France,48.9465655,2.5700368
Pharmacie Principale,,,Île-de-France,48.9457162,2.5645045
Pharmacie des Petits Ponts,,,Île-de-France,48.9548598,2.5374182
Pharmacie Fontaine Mallet,,,Île-de-France,48.951846,2.5510938
Pharmacie du Saut du Loup,Saint-Ouen-l'Aumône,95310.0,Île-de-France,49.037345,2.1081602
Pharmacie Tchamba,,,Île-de-France,48.8825882,2.4087683
Pharmacie Gozlan Haziza,,,Île-de-France,48.9656317,2.0675611
Pharmacie Bessala,,,Île-de-France,49.1549996,1.786781
Pharmacie du Village,,,Île-de-France,48.7838512,1.9566
Pharmacie Berget,,,Île-de-France,48.7682335,1.9432195
Pharmacie des Petits Prés,Élancourt,78990.0,Île-de-France,48.767534,1.952891
Pharmacie Briel,Osny,95520.0,Île-de-France,49.0657714,2.0899851
Pharmacie Guiot,Osny,95520.0,Île-de-France,49.0600611,2.0617884
Pharmacie Dampierre,,,Île-de-France,48.7960411,2.3021354
Grande pharmacie de la Gare,,78200.0,Île-de-France,48.9909326,1.7079861
Pharmacie Convention Saint-Charles,,,Île-de-France,48.8436183,2.2827088
Pharmacie Pillonnet,Achères,78260.0,Île-de-France,48.9507321,2.0686546
Pharmacie Zerrouk,,,Île-de-France,48.9639538,2.0731293
Pharmacie Moutet,Achères,78260.0,Île-de-France,48.9588637,2.0632495
Pharmacie Catherine Gassier,Yerres,91330.0,Île-de-France,48.7009265,2.481545
Pharmacie de la Place Cochet,Paris,,Île-de-France,48.8862241,2.3946584
Pharmacie Trang,,,Île-de-France,48.8231401,1.9539048
Pharmacie de l'Aqueduc,Plaisir,78370.0,Île-de-France,48.8240689,1.964493
Pharmacie Le Saint-Françoise,La Celle-Saint-Cloud,78170.0,Île-de-France,48.8407139,2.1234686
Pharmacie Blanc,,,Île-de-France,48.8171249,2.1270509
Pharmacie Charbit,,,Île-de-France,48.8278317,2.1258543
Pharmacie Julien,,,Île-de-France,48.8182408,2.1313255
Pharmacie Matar,,,Île-de-France,48.8197707,2.137801
Pharmacie de la Piscine,,,Île-de-France,48.8249772,2.125999
Para & Pharmacie de la gare,,,Île-de-France,48.8392672,2.1859957
Pharmacie Cardonnet,,,Île-de-France,48.8566143,2.1935141
Pharmacie du Théatre,,,Île-de-France,48.863041,2.2025549
Pharmacie Prioux,Suresnes,92150.0,Île-de-France,48.8625229,2.2108698
Pharmacie Clermont,,,Île-de-France,48.9386142,2.0560417
Pharmacie de Villaroy,,,Île-de-France,48.7667507,2.0787015
Pharmacie de l'Hôpital,,,Île-de-France,48.9116751,2.2232822
Pharmacie Centrale de l'Île Saint Louis,Paris,75004.0,Île-de-France,48.8520048,2.3568332
Pharmacie Koch,,,Île-de-France,48.8498601,2.3501727
Pharmacie de l'Olivier,,,Île-de-France,48.844028,2.3525092
Pharmacie Delpech,,,Île-de-France,48.8524003,2.3420103
Pharmacie du Panthéon,,,Île-de-France,48.8457261,2.3428618
Pharmacie Coppola,Paris,,Île-de-France,48.8539071,2.3387894
Pharmacie Devos,,,Île-de-France,48.8515303,2.336934
Pharmacie de Babylone,,,Île-de-France,48.851809,2.3257668
Pharmacie Necker,,,Île-de-France,48.8450393,2.3196142
Pharmacie 40Vaneau,,,Île-de-France,48.8517689,2.3188999
Pharmacie Bourgogne,Paris,,Île-de-France,48.8576298,2.317667
Pharmacie Saint Dominique,,,Île-de-France,48.8595893,2.3064959
Pharmacie Cotinat,,,Île-de-France,48.857814,2.3074922
Pharmacie de la Comète,,,Île-de-France,48.8597581,2.3089643
Pharmacie Péron,Paris,75007.0,Île-de-France,48.8583642,2.3018327
Pharmacie de la Tour Eiffel,,,Île-de-France,48.8593893,2.2980526
Pharmacie du Champs de Mars,,,Île-de-France,48.8579304,2.3006577
Pharmacie Paris Rive Gauche,Paris,75005.0,Île-de-France,48.8524783,2.3434253
Pharmacie de l'École Militaire,,,Île-de-France,48.8542822,2.3067078
Pharmacie du Septième,Paris,,Île-de-France,48.8560755,2.3078253
Pharmacie Bénichou,,,Île-de-France,48.8485548,2.3029374
Pharmacie Joussain,,,Île-de-France,48.8465112,2.3088641
Pharmacie Cambronne - Croix Nivert,,,Île-de-France,48.8468677,2.3002919
Pharmacie Villa Croix Nivert,,,Île-de-France,48.845498,2.3000417
Pharmacie Fréva,,,Île-de-France,48.8497643,2.2993321
Pharmacie de l'Avenue Suffren,Paris,75007.0,Île-de-France,48.8528662,2.2984786
Pharmacie 77 Picquet-Grenelle,,,Île-de-France,48.8503953,2.2946035
Pharmacie de Courcelles,,,Île-de-France,48.8790537,2.3017209
Pharmacie Blondin,,,Île-de-France,48.8415387,2.2886727
Pharmacie Boucicaut,,,Île-de-France,48.8407805,2.2874611
Pharmacie Centrale,,,Île-de-France,48.8463953,2.2952233
Pharmacie Convention Croix Nivert,,,Île-de-France,48.8403852,2.290018
Pharmacie Darmon,,,Île-de-France,48.8467692,2.2928941
Pharmacie Félix Faure,,,Île-de-France,48.8420447,2.2905797
Boucicaut,,,Île-de-France,48.8418755,2.2864904
La Grande Pharmacie du XVème,Paris,,Île-de-France,48.8444593,2.2838616
Pharmacie Saint-Charles,,,Île-de-France,48.8443378,2.2833554
Grande Pharmacie Daguerre,,,Île-de-France,48.8342739,2.3285111
Pharmacie Buffon,Paris,75015.0,Île-de-France,48.8426643,2.3119904
Pharmacie de l'avenue,,,Île-de-France,48.8309695,2.3298918
Pharmacie Desnouettes,,,Île-de-France,48.8360215,2.2930618
Pharmacie Le Corre,,,Île-de-France,48.8378457,2.2947209
Pharmacie Lecrubier,,,Île-de-France,48.8438998,2.3065923
Pharmacie du Coin de la Rue,,,Île-de-France,48.8295474,2.3300309
Pharmacie Ryziger,,,Île-de-France,48.8414668,2.3075456
Pharmacie Saint-Lambert,,,Île-de-France,48.8409279,2.296672
Pharmacie Schafler,,,Île-de-France,48.8362406,2.2945531
Pharmacie Vaugirard,,,Île-de-France,48.838506,2.2991038
Pharmacie Vouillé Convention,,,Île-de-France,48.8354359,2.3030976
Pharmacie du Marché,,,Île-de-France,48.836517,2.2994177
Pharmacie du Square Violet,Paris,,Île-de-France,48.8447636,2.2899499
Pharmacie Well & Well,,,Île-de-France,48.8360932,2.3194943
Pharmacie des Plantes,,,Île-de-France,48.8309683,2.3238141
Pharmacie Pernety,,,Île-de-France,48.8334909,2.3174992
Pharmacie Temstet Ouizman,,,Île-de-France,48.8349689,2.320234
Slakmon,,,Île-de-France,48.8458344,2.3260398
Pharmacie Stanislas,,,Île-de-France,48.8465962,2.327388
Pharmacie Espérance,,,Île-de-France,48.8288286,2.307981
Pharmacie Village Didot,Paris,75014.0,Île-de-France,48.8293682,2.3173627
Mallebay,,,Île-de-France,48.8285931,2.3165369
Pharmacie du Parc,,,Île-de-France,48.8328334,2.3037114
Pharmacie du soleil,,94250.0,Île-de-France,48.8165826,2.334908
Pharmacie Raspail 14e,,,Île-de-France,48.8354836,2.331697
Pharmacie de la Glacière,,,Île-de-France,48.8314371,2.343798
Saint-Médard,Paris,75005.0,Île-de-France,48.8391333,2.3498059
Pharmacie du 5e,,,Île-de-France,48.8415439,2.3497318
Pharmacie Olivier Césaréo,,,Île-de-France,48.840098,2.3564976
Pharmacie Arago,,,Île-de-France,48.8365209,2.3502816
Pharmacie Leroy,,,Île-de-France,48.8370729,2.3509794
Pharmacie Le Bœuf,,,Île-de-France,48.8243871,2.3574705
Pharmacie des Peupliers,,,Île-de-France,48.8260658,2.353167
Pharmacie Ivry Massena,,,Île-de-France,48.8214555,2.3699509
Pharmacie Olympiades Massena,,,Île-de-France,48.8236513,2.3660206
Pharmacie Abbenhaim,,,Île-de-France,48.8376543,2.3732405
Pharmacie du Garigliano,Paris,,Île-de-France,48.8409688,2.2658163
Pharmacie Rémusat,Paris,75016.0,Île-de-France,48.8481073,2.2715137
Pharmacie du 35 Fontaine,Paris,,Île-de-France,48.8506959,2.2715909
Pharmacie Versailles-Mirabeau,Paris,75016.0,Île-de-France,48.8493908,2.275436
Pharmacie Dalibard,,,Île-de-France,48.8663312,2.2735664
Pharmacie 24,,,Île-de-France,48.8782012,2.2945395
Pharmacie Française,,,Île-de-France,48.8771861,2.2925485
Pharmacie Lebon,,,Île-de-France,48.880663,2.2922492
Pharmacie Mac Mahon,,,Île-de-France,48.8767367,2.2948514
Pharmacie Bayen,,,Île-de-France,48.8816635,2.2921283
Pharmacie Ly Cong-Kieu,,,Île-de-France,48.8841175,2.2951026
Pharmacie du Dr Levy,,,Île-de-France,48.881389,2.3017616
Pharmacie Fourcroy,,75017.0,Île-de-France,48.8813258,2.2983571
Pharmacie de la Croix d'Or,Paris,75017.0,Île-de-France,48.8798448,2.3021779
Pharmacie des Plantes,Paris,75017.0,Île-de-France,48.8823431,2.2996679
Pharmacie Lorraine,,,Île-de-France,48.8786073,2.2988738
Pharmacie du Marché Poncelet,,,Île-de-France,48.8792819,2.2976526
Pharmacie Bermot Elkeslassi,Paris,,Île-de-France,48.8860631,2.3037205
Pharmacie Berlant,,,Île-de-France,48.883965,2.3005761
Pharmacie Derhy,,,Île-de-France,48.8727673,2.2969966
Pharmacie Friedland,,,Île-de-France,48.8741131,2.3005904
Pharmacie du Faubourg Saint-Honoré,,,Île-de-France,48.8720895,2.3135012
Pharmacie du Parc Monceau,,,Île-de-France,48.8774923,2.3059009
Pharmacie Briot,,,Île-de-France,48.8859245,2.3098377
Pharmacie Lapiczak,,,Île-de-France,48.8876908,2.3098561
Pharmacie Péreire Wagram,Paris,,Île-de-France,48.8878408,2.3059757
Pharmacie Issoulie,,,Île-de-France,48.8770027,2.3152869
Pharmacie de La Croix d'Or,,,Île-de-France,48.8848843,2.3157039
Pharmacie Miromesnil,,,Île-de-France,48.8750834,2.3159276
Pharmacie Homéopathique de Messine,,,Île-de-France,48.8755374,2.3143555
Pharmacie Rogé-Cavailles,,,Île-de-France,48.8749955,2.3189888
Pharmacie Saint-Augustin,,,Île-de-France,48.8761976,2.3178307
Pharmacie de la Gare,,,Île-de-France,48.8871097,2.3135302
Pharmacie de l'Opéra,,,Île-de-France,48.8711342,2.3313636
Pharmacie Caumartin,Paris,,Île-de-France,48.8718551,2.3283293
Pharmacie Haggiac,Paris,,Île-de-France,48.8738329,2.3356364
Pharmacie Harrane,,,Île-de-France,48.8732432,2.3343795
Pharmacie Haussmann-Opéra,Paris,,Île-de-France,48.8726025,2.334294
Pharmacie Opéra Casanova,Paris,,Île-de-France,48.8677467,2.3329845
Pharmacie Saint-Honoré,Paris,,Île-de-France,48.8661759,2.3311515
Boticinal - Grande Pharmacie de la Bourse,,,Île-de-France,48.8689573,2.3392078
Pharmacie des Capucines,,,Île-de-France,48.8687585,2.3297665
Pharmacie Saint-Honoré,,,Île-de-France,48.8614363,2.3421459
Pharmacie de Croissy-Beaubourg,Croissy-Beaubourg,77183.0,Île-de-France,48.8288432,2.6440296
Pharmacie Bloch,,,Île-de-France,48.8907224,2.3257272
Pharmacie Burbot,,,Île-de-France,48.8869964,2.3232146
Pharmacie des 3 Quartiers,,,Île-de-France,48.8848786,2.3269713
Pharmacie Dauny,,,Île-de-France,48.8910433,2.3246815
Pharmacie Guy Môquet,,,Île-de-France,48.8929864,2.3268273
Pharmacie Zaidi,,,Île-de-France,48.8921733,2.3179808
Pharmacie de l'Hippodrome,,,Île-de-France,48.8864597,2.3278197
Pharmacie Les Alizés,,,Île-de-France,48.8921366,2.3273392
Grande Pharmacie Marcadet,,75018.0,Île-de-France,48.8911368,2.3401386
Grande Pharmacie de la Place Blanche,,,Île-de-France,48.883486,2.3321884
Grande Pharmacie Massé,,,Île-de-France,48.8803813,2.3401661
Pharmacie Carette,,75018.0,Île-de-France,48.8902021,2.3362687
Pharmacie Centrale Martyrs,,75009.0,Île-de-France,48.8788518,2.3399394
Pharmacie Darmon,,75018.0,Île-de-France,48.8908011,2.3346412
Pharmacie Lichte,Paris,75018.0,Île-de-France,48.8890228,2.3343651
Pharmacie Charrier & Lorenzo,Paris,75018.0,Île-de-France,48.8828427,2.3365686
Pharmacie Jules Joffrin,,75018.0,Île-de-France,48.8926144,2.3452196
Pharmacie Radja,Paris,75018.0,Île-de-France,48.8913982,2.3346563
Pharmacie Rodier,,,Île-de-France,48.8779431,2.3424201
Pharmacie Saint-Georges,,,Île-de-France,48.8790227,2.3369868
Pharmacie des Artistes,,,Île-de-France,48.8819337,2.3388813
Pharmacie des Arts,,,Île-de-France,48.8808537,2.3375391
Pharmacie les Grandes Carrières,,75018.0,Île-de-France,48.8934928,2.3360826
Pharmacie Bergère,,,Île-de-France,48.8722582,2.3480167
Pharmacie Des Antiquaires,Paris,75009.0,Île-de-France,48.8747809,2.3407405
Pharmacie Moderne du Sentier,,,Île-de-France,48.8667273,2.347091
Aprium Pharmacie Montorgueil,,,Île-de-France,48.8659432,2.3469549
Pharmacie de la Scala,,,Île-de-France,48.8702017,2.3545133
Pharmavance,,,Île-de-France,48.8715188,2.353417
Pharmacie Compain,,,Île-de-France,48.8727042,2.355029
Pharmacie Conseil la Fayette,,,Île-de-France,48.8771691,2.349388
Pharmacie Henri IV,,,Île-de-France,48.8520514,2.3648715
Pharmacie Homéopatique Maubeuge,,,Île-de-France,48.8787013,2.34668
Pharmacie des Passages,,,Île-de-France,48.8734261,2.3549514
Pharmacie Principale,,,Île-de-France,48.8727993,2.357943
Pharmacie Rivoli,,,Île-de-France,48.8556698,2.3579861
Pharmacie Hauteville,,,Île-de-France,48.8751088,2.3509692
Pharmacie de Strasbourg,,,Île-de-France,48.8703997,2.3551552
La Croix de Malte,,,Île-de-France,48.8687592,2.3559193
Pharmacie du Carreau du Temple,,,Île-de-France,48.8658405,2.3606343
Pharmacie du Marais Saint-Paul,Paris,,Île-de-France,48.855906,2.3565385
Pharmacie du Soleil,,,Île-de-France,48.8744992,2.3568581
Pharmacie du Temple,Paris,,Île-de-France,48.8637905,2.3585155
,,,Île-de-France,48.8631993,2.4041024
Pharmacie des Verts Côteaux,,,Île-de-France,48.7683326,2.2521754
Pharmacie Koskas Diplo,Bagneux,92220.0,Île-de-France,48.7971015,2.2983415
Pharmacie de la Porte de Saint-Cloud,,,Île-de-France,48.8374072,2.2577221
Pharmacie Ahoudayg,,,Île-de-France,48.8840049,2.3468986
Pharmacie Zribri,,,Île-de-France,48.8872962,2.3475632
Pharmacie Internationale de Paris,,,Île-de-France,48.8831344,2.3472146
Pharmacie d'Anvers,,,Île-de-France,48.8820386,2.3461591
Pharmacie d'Orsel,,,Île-de-France,48.8838749,2.3447014
Pharmacie des Galeries Dufayel,,,Île-de-France,48.8856441,2.3472442
Pharmacie Casalonga,,75018.0,Île-de-France,48.8885767,2.3468977
Pharmacie Weinstein,Paris,75018.0,Île-de-France,48.8898586,2.3432421
Pharmacie 75,Paris,75018.0,Île-de-France,48.8915311,2.3490652
Pharmacie Anglaise,,,Île-de-France,48.8795579,2.3535539
Pharmacie Centrale,,,Île-de-France,48.8796192,2.3488789
Pharmacie Château Rouge,,,Île-de-France,48.8873365,2.3499378
Pharmacie Cohen Solal,,,Île-de-France,48.8795477,2.3496189
Pharmacie Delaby,,,Île-de-France,48.8902907,2.3513387
Pharmacie Espace Conseil,Paris,75018.0,Île-de-France,48.8884734,2.3498615
Pharmacie Européenne,,,Île-de-France,48.892647,2.3491395
Pharmacie Goldfarb Gérard,,,Île-de-France,48.8705337,2.3609389
Pharmacie Hadjali,,,Île-de-France,48.8868,2.3535164
Pharmacie de la Providence,Paris,75018.0,Île-de-France,48.8836473,2.3398403
Pharmacie Marcadet,Paris,75018.0,Île-de-France,48.8902291,2.3493538
Pharmacie Nord-Magenta,,,Île-de-France,48.8817355,2.3508654
Pharmacie du Canal St-Martin,,,Île-de-France,48.8732431,2.3617124
Pharmacie Doudeauville,,,Île-de-France,48.8880916,2.3513096
Pharmacie de Dunkerque,,,Île-de-France,48.8810488,2.3497146
Pharmacie du Carrefour,,,Île-de-France,48.8834278,2.3488057
Pharmacie du Progrès,,,Île-de-France,48.8853902,2.3498085
Pharmacie du Simplon,,,Île-de-France,48.8946949,2.3474146
Pharmacie du Square Clignancourt,,75018.0,Île-de-France,48.8918681,2.3463492
Pharmacie Sefiani,,,Île-de-France,48.8858013,2.3591698
Pharmacie de la Chapelle,,,Île-de-France,48.8915441,2.3596492
Côté Pharma,,,Île-de-France,48.8685216,2.36681
Pharmacie Pariente,,,Île-de-France,48.8839077,2.3750794
Pharmacie Les Orgues,,,Île-de-France,48.890559,2.3759603
Pharmacie ZAC Claude Bernard,,,Île-de-France,48.8990674,2.3792714
Pharmacie de l'Ourcq,,,Île-de-France,48.8929938,2.3774104
Pharmacie Bui Champenois,,,Île-de-France,48.8739053,2.3745589
Pharmacie Lellouche,,,Île-de-France,48.8732607,2.3752743
Ma Pharmacie République,,,Île-de-France,48.8692817,2.3691088
Pharmacie Dahan,,,Île-de-France,48.8684612,2.372393
Pharmacie du marché Popincourt,,,Île-de-France,48.8657189,2.3702031
Pharmacie Fouché,,,Île-de-France,48.8838456,2.3967316
Pharmacie Japkowicz,,,Île-de-France,48.8679653,2.4009222
Pharmacie Nadjar,,,Île-de-France,48.8569651,2.4104184
Pharmacie Ménimontant,,,Île-de-France,48.8632712,2.3875043
Pharmacie 164,Paris,75011.0,Île-de-France,48.8566193,2.379442
Grande Pharmacie du XXe,,,Île-de-France,48.850918,2.3989279
Pharmacie Sebbag-Allouche,Paris,75011.0,Île-de-France,48.8521689,2.3764262
Pharmacie Pedron,Paris,75011.0,Île-de-France,48.8570258,2.3853646
Pharmacie Celnik,Paris,75011.0,Île-de-France,48.8529881,2.3773247
Pharmacie Centrale d'Avron,,,Île-de-France,48.8520476,2.4031571
Pharmacie Mont-Louis,,,Île-de-France,48.8582932,2.389228
Pharmacie Dufour,,,Île-de-France,48.8468431,2.4031703
Pharmacie Faidherbe Charonne,,,Île-de-France,48.8537646,2.3822311
Pharmacie Fitoussi,,,Île-de-France,48.8481243,2.4116336
Pharmacie Générale,,,Île-de-France,48.8526937,2.3745521
Pharmacie Pyrénées-Vincennes,Paris,75020.0,Île-de-France,48.8479906,2.4058932
Pharmacie Paris-Charonne,,,Île-de-France,48.8551858,2.3881529
Grande pharmacie de Charonne,,,Île-de-France,48.8550055,2.3863197
Pharmacie Valet,,,Île-de-France,48.8468405,2.3992911
Pharmacie Voltaire-Charonne,,75011.0,Île-de-France,48.8548396,2.3847227
Pharmacie de la Croix Saint-Simon,,,Île-de-France,48.8530836,2.4089949
Pharmacie de la Semeuse,Paris,,Île-de-France,48.8509655,2.3779483
Pharmacie du Boulevard de Charonne,,,Île-de-France,48.8545573,2.3962916
Pharmacie Drai et Souffir,,,Île-de-France,48.8398366,2.4007072
Pharmacie Coilliaux,,,Île-de-France,48.8651519,2.3949648
Pharmacie Hassan,,,Île-de-France,48.8903971,2.3715296
Pharmacie de La Géode,,,Île-de-France,48.8920825,2.3790354
Pharmacie de la Porte d'Aubervilliers,,,Île-de-France,48.8988269,2.3678133
Pharmacie Bonnel,Paris,,Île-de-France,48.8554465,2.3076645
Pharmacie Dubreuil,,,Île-de-France,48.818149,2.3783169
Pharmacie Mathieu,,75018.0,Île-de-France,48.8895292,2.3399573
SELARL Pharmacie du Marché,,,Île-de-France,48.8952492,2.346915
Pharmacie de la Fontaine,,,Île-de-France,48.8773172,2.7048374
Pharmacie de l'Aquarius,Paris,,Île-de-France,48.8891098,2.3835643
Pharmacie des Écoles,Carrières-sous-Poissy,78955.0,Île-de-France,48.9396815,2.0177025
Pharmacie de l'Université,Saint-Denis,93200.0,Île-de-France,48.9458932,2.3668152
Pharmacie Olivetti,,,Île-de-France,48.9151748,2.3669238
Pharmacie de la Croix de Lorraine,,,Île-de-France,48.8692591,2.1864897
Grande Pharmacie de Levallois,,,Île-de-France,48.8916025,2.2909421
Aprium Pharmacie de l'Europe,,,Île-de-France,48.8978543,2.282726
Pharmacie 54,,,Île-de-France,48.9133432,2.2731943
Pharmacie Bonneau,,,Île-de-France,48.8900083,2.2829789
Pharmacie Commeinhes,,,Île-de-France,48.8954768,2.2928051
Pharmacie Descazeaux Neaux,,,Île-de-France,48.9149495,2.2677972
Pharmacie Drighes,,,Île-de-France,48.9161902,2.2825496
Pharmacie Doudeauville,Paris,75018.0,Île-de-France,48.8886032,2.3559443
Pharmacie des Fossés-Jean,,,Île-de-France,48.9320234,2.2674268
Pharmacie Landau,,,Île-de-France,48.9146362,2.2744713
Pharmacie Lifert,,,Île-de-France,48.9190283,2.2804018
Pharmacie Montagny,,,Île-de-France,48.9244715,2.2749055
Pharmacie Nouvelle,,,Île-de-France,48.9160469,2.2764145
Pharmacie Raspail,,92300.0,Île-de-France,48.8977534,2.2918011
Pharmacie de la Mairie,,,Île-de-France,48.8931052,2.2888558
Pharmacie du Flore,Asnières-sur-Seine,92600.0,Île-de-France,48.9275322,2.2744233
Pharmacie du Palais des Sports,,,Île-de-France,48.8911334,2.2887261
Pharmacie du Parc,,,Île-de-France,48.8870667,2.2839335
Pharmacie du Vinci,,,Île-de-France,48.8963102,2.2766495
Pharmacie la Cigogne,,92270.0,Île-de-France,48.9085504,2.2611218
Pharmacie du Clos Français,,,Île-de-France,48.865077,2.4318309
Pharmacie Bourée,,,Île-de-France,48.8969671,2.308895
Pharmacie Jehouani,,,Île-de-France,48.8970909,2.3077353
Pharmacie Tabet,Boulogne-Billancourt,92100.0,Île-de-France,48.8331332,2.2484035
Pharmacie KOK,,,Île-de-France,48.8292689,2.2476738
Pharmacie des Écoles,,,Île-de-France,48.8295558,2.2491991
Pharmacie les Catelaines,,,Île-de-France,48.9117288,2.1798448
Pharmacie de l'Avenir,,,Île-de-France,48.9191997,2.4207282
Pharmacie Damasse,,,Île-de-France,48.9070618,2.4692154
Pharmacie Aulnay 2,,,Île-de-France,48.9562537,2.4757303
Pharmacie des 4 Tours,,,Île-de-France,48.9267687,2.4725067
Pharmacie Roissy 2,,,Île-de-France,49.003262,2.5645887
Pharmacie de la Mairie,,,Île-de-France,48.9356751,2.3312075
Pharmacie Lamblardie,,,Île-de-France,48.8400449,2.3970276
Pharmacie de Reuilly,,,Île-de-France,48.8394543,2.392161
Pharmacie du Val de Seine,,,Île-de-France,48.8286984,2.2656081
Pharmacie de la Cité,,,Île-de-France,48.7780603,2.2596101
,Saint-Soupplets,77165.0,Île-de-France,49.0356503,2.8024757
Pharmacie du Square,Chelles,77500.0,Île-de-France,48.8796614,2.5933557
Pharmacie Guiot,Chelles,77500.0,Île-de-France,48.8856344,2.6216029
Pharmacie Delpech,,,Île-de-France,48.8522729,2.3416094
Pharmacie Centrale,,,Île-de-France,49.125978,2.3699743
Pharmacie Ben Chaabane,,,Île-de-France,48.9434225,2.2489752
Pharmacie du Val Fleury,,,Île-de-France,48.8076614,2.2418627
Pharmacie de la Croix Saint-Jacques,Dourdan,91410.0,Île-de-France,48.5254465,2.0093725
Pharmacie du PARC,,,Île-de-France,48.8058211,2.2455409
La Grande Pharmacie du Pré-Saint-Gervais,Le Pré-Saint-Gervais,93310.0,Île-de-France,48.8853442,2.4037095
Galien Santé,,,Île-de-France,48.8056974,2.3153087
Pharmacie Xénidis Briard,,,Île-de-France,48.6139151,2.3763276
Pharmacie Devaux - Legibre,,,Île-de-France,48.8010608,2.314167
Pharmacie de la Madeleine,Bagneux,92220.0,Île-de-France,48.8000604,2.3131227
