annee;atc1;l_atc1;region;boites;population;boites_pour_1000
2022;A;SYSTEME DIGESTIF ET METABOLISME;53;18127204;3422845;5296
2022;A;SYSTEME DIGESTIF ET METABOLISME;75;39682976;6113384;6491
2022;A;SYSTEME DIGESTIF ET METABOLISME;76;37737092;6080731;6206
2022;A;SYSTEME DIGESTIF ET METABOLISME;84;42522623;8163884;5209
2022;A;SYSTEME DIGESTIF ET METABOLISME;93;40297856;5170312;7794
2022;B;SANG ET ORGANES HEMATOPOIETQUES;11;19203032;12380964;1551
2022;B;SANG ET ORGANES HEMATOPOIETQUES;24;4811501;2581597;1864
2022;B;SANG ET ORGANES HEMATOPOIETQUES;27;5544912;2803977;1978
2022;B;SANG ET ORGANES HEMATOPOIETQUES;28;6940217;3339074;2078
2022;B;SANG ET ORGANES HEMATOPOIETQUES;32;12668189;5998916;2112
2022;B;SANG ET ORGANES HEMATOPOIETQUES;44;11897839;5560079;2140
2022;B;SANG ET ORGANES HEMATOPOIETQUES;52;6349369;3879216;1637
2022;B;SANG ET ORGANES HEMATOPOIETQUES;53;6368018;3422845;1860
2022;B;SANG ET ORGANES HEMATOPOIETQUES;75;12426098;6113384;2033
2022;B;SANG ET ORGANES HEMATOPOIETQUES;76;12883498;6080731;2119
2022;B;SANG ET ORGANES HEMATOPOIETQUES;84;13940131;8163884;1708
2022;B;SANG ET ORGANES HEMATOPOIETQUES;93;13726682;5170312;2655
2022;C;SYSTEME CARDIO-VASCULAIRE;11;33088244;12380964;2673
2022;C;SYSTEME CARDIO-VASCULAIRE;24;10474550;2581597;4057
2022;C;SYSTEME CARDIO-VASCULAIRE;27;11105141;2803977;3960
2022;C;SYSTEME CARDIO-VASCULAIRE;28;13085354;3339074;3919
2022;C;SYSTEME CARDIO-VASCULAIRE;32;23965871;5998916;3995
2022;C;SYSTEME CARDIO-VASCULAIRE;44;21281567;5560079;3828
2022;C;SYSTEME CARDIO-VASCULAIRE;52;11756690;3879216;3031
2022;C;SYSTEME CARDIO-VASCULAIRE;53;12434896;3422845;3633
2022;C;SYSTEME CARDIO-VASCULAIRE;75;24147368;6113384;3950
2022;C;SYSTEME CARDIO-VASCULAIRE;76;21269516;6080731;3498
2022;C;SYSTEME CARDIO-VASCULAIRE;84;26905250;8163884;3296
2022;C;SYSTEME CARDIO-VASCULAIRE;93;21770909;5170312;4211
2022;D;DERMATOLOGIE;11;15029257;12380964;1214
2022;D;DERMATOLOGIE;24;2625471;2581597;1017
2022;D;DERMATOLOGIE;27;2841620;2803977;1013
2022;D;DERMATOLOGIE;28;3456782;3339074;1035
2022;D;DERMATOLOGIE;32;8669853;5998916;1445
2022;D;DERMATOLOGIE;44;7119489;5560079;1280
2022;D;DERMATOLOGIE;52;3256847;3879216;840
2022;D;DERMATOLOGIE;53;3044308;3422845;889
2022;D;DERMATOLOGIE;75;6673126;6113384;1092
2022;D;DERMATOLOGIE;76;7155338;6080731;1177
2022;D;DERMATOLOGIE;84;8149858;8163884;998
2022;D;DERMATOLOGIE;93;8388095;5170312;1622
2022;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;11;10310218;12380964;833
2022;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;24;2273172;2581597;881
2022;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;27;2636903;2803977;940
2022;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;28;3088119;3339074;925
2022;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;32;5626307;5998916;938
2022;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;44;5096417;5560079;917
2022;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;52;3133276;3879216;808
2022;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;53;2614812;3422845;764
2022;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;75;5603643;6113384;917
2022;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;76;5476759;6080731;901
2022;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;84;6794867;8163884;832
2022;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;93;5549196;5170312;1073
2022;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;11;9243771;12380964;747
2022;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;24;2198801;2581597;852
2022;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;27;2642155;2803977;942
2022;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;28;2973628;3339074;891
2022;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;32;5354650;5998916;893
2022;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;44;4918384;5560079;885
2022;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;52;2942128;3879216;758
2022;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;53;3090434;3422845;903
2022;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;75;5898296;6113384;965
2022;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;76;6270150;6080731;1031
2022;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;84;7187142;8163884;880
2022;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;93;6248226;5170312;1208
2022;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);11;28103062;12380964;2270
2022;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);24;5338737;2581597;2068
2022;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);27;6221488;2803977;2219
2022;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);28;7702881;3339074;2307
2022;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);32;14869854;5998916;2479
2022;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);44;12254946;5560079;2204
2022;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);52;7289546;3879216;1879
2022;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);53;7013674;3422845;2049
2022;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);75;14209139;6113384;2324
2022;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);76;13715123;6080731;2256
2022;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);84;16052175;8163884;1966
2022;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);93;14091750;5170312;2726
2022;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;11;3086573;12380964;249
2022;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;24;752992;2581597;292
2022;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;27;776572;2803977;277
2022;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;28;999753;3339074;299
2022;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;32;1710906;5998916;285
2022;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;44;1631900;5560079;294
2022;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;52;1041124;3879216;268
2022;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;53;1002126;3422845;293
2022;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;75;1809120;6113384;296
2022;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;76;1663007;6080731;273
2022;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;84;2247067;8163884;275
2022;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;93;1630793;5170312;315
2022;M;SYSTEME MUSCULO-SQUELETTIQUE;11;14028819;12380964;1133
2022;M;SYSTEME MUSCULO-SQUELETTIQUE;24;3399796;2581597;1317
2022;M;SYSTEME MUSCULO-SQUELETTIQUE;27;3723724;2803977;1328
2022;M;SYSTEME MUSCULO-SQUELETTIQUE;28;4354021;3339074;1304
2022;M;SYSTEME MUSCULO-SQUELETTIQUE;32;9407454;5998916;1568
2022;M;SYSTEME MUSCULO-SQUELETTIQUE;44;8165844;5560079;1469
2022;M;SYSTEME MUSCULO-SQUELETTIQUE;52;3731975;3879216;962
2022;M;SYSTEME MUSCULO-SQUELETTIQUE;53;3406793;3422845;995
2022;M;SYSTEME MUSCULO-SQUELETTIQUE;75;8267536;6113384;1352
2022;M;SYSTEME MUSCULO-SQUELETTIQUE;76;7967413;6080731;1310
2022;M;SYSTEME MUSCULO-SQUELETTIQUE;84;9135185;8163884;1119
2022;M;SYSTEME MUSCULO-SQUELETTIQUE;93;8525577;5170312;1649
2022;N;SYSTEME NERVEUX;11;134415888;12380964;10857
2022;N;SYSTEME NERVEUX;24;33775577;2581597;13083
2022;N;SYSTEME NERVEUX;27;39479907;2803977;14080
2022;N;SYSTEME NERVEUX;28;50902631;3339074;15245
2022;N;SYSTEME NERVEUX;32;91023513;5998916;15173
2022;N;SYSTEME NERVEUX;44;77872766;5560079;14006
2022;N;SYSTEME NERVEUX;52;46432893;3879216;11970
2022;N;SYSTEME NERVEUX;53;46108074;3422845;13471
2022;N;SYSTEME NERVEUX;75;85694218;6113384;14017
2022;N;SYSTEME NERVEUX;76;80448647;6080731;13230
2022;N;SYSTEME NERVEUX;84;100310147;8163884;12287
2022;N;SYSTEME NERVEUX;93;77818074;5170312;15051
2022;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;11;1044518;12380964;84
2022;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;24;139495;2581597;54
2022;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;27;174936;2803977;62
2022;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;28;231167;3339074;69
2022;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;32;434198;5998916;72
2022;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;44;354900;5560079;64
2022;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;52;201392;3879216;52
2022;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;53;226137;3422845;66
2022;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;75;467458;6113384;76
2022;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;76;480314;6080731;79
2022;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;84;457413;8163884;56
2022;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;93;545246;5170312;105
2022;R;SYSTEME RESPIRATOIRE;11;24898909;12380964;2011
2022;R;SYSTEME RESPIRATOIRE;24;5368826;2581597;2080
2022;R;SYSTEME RESPIRATOIRE;27;5911575;2803977;2108
2022;R;SYSTEME RESPIRATOIRE;28;8294127;3339074;2484
2022;R;SYSTEME RESPIRATOIRE;32;17720253;5998916;2954
2022;R;SYSTEME RESPIRATOIRE;44;13566113;5560079;2440
2022;R;SYSTEME RESPIRATOIRE;52;6892217;3879216;1777
2022;R;SYSTEME RESPIRATOIRE;53;6784998;3422845;1982
2022;R;SYSTEME RESPIRATOIRE;75;14018471;6113384;2293
2022;R;SYSTEME RESPIRATOIRE;76;13535765;6080731;2226
2022;R;SYSTEME RESPIRATOIRE;84;14878615;8163884;1822
2022;R;SYSTEME RESPIRATOIRE;93;13607571;5170312;2632
2022;S;ORGANES SENSORIELS;11;15005169;12380964;1212
2022;S;ORGANES SENSORIELS;24;2973168;2581597;1152
2022;S;ORGANES SENSORIELS;27;2961547;2803977;1056
2022;S;ORGANES SENSORIELS;28;3615124;3339074;1083
2022;S;ORGANES SENSORIELS;32;6697914;5998916;1117
2022;S;ORGANES SENSORIELS;44;5903324;5560079;1062
2022;S;ORGANES SENSORIELS;52;4039885;3879216;1041
2022;S;ORGANES SENSORIELS;53;4150605;3422845;1213
2022;S;ORGANES SENSORIELS;75;6929914;6113384;1134
2022;S;ORGANES SENSORIELS;76;7844812;6080731;1290
2022;S;ORGANES SENSORIELS;84;8568190;8163884;1050
2022;S;ORGANES SENSORIELS;93;8336405;5170312;1612
2022;V;DIVERS;11;1919405;12380964;155
2022;V;DIVERS;24;361595;2581597;140
2022;V;DIVERS;27;381160;2803977;136
2022;V;DIVERS;28;491862;3339074;147
2022;V;DIVERS;32;1007288;5998916;168
2022;V;DIVERS;44;773148;5560079;139
2022;V;DIVERS;52;480220;3879216;124
2022;V;DIVERS;53;435795;3422845;127
2022;V;DIVERS;75;849892;6113384;139
2022;V;DIVERS;76;926724;6080731;152
2022;V;DIVERS;84;1175371;8163884;144
2022;V;DIVERS;93;941424;5170312;182
2021;A;SYSTEME DIGESTIF ET METABOLISME;11;67541161;12317279;5483
2021;A;SYSTEME DIGESTIF ET METABOLISME;24;15677676;2573303;6092
2021;A;SYSTEME DIGESTIF ET METABOLISME;27;16996012;2800194;6070
2021;A;SYSTEME DIGESTIF ET METABOLISME;28;20737562;3327966;6231
2021;A;SYSTEME DIGESTIF ET METABOLISME;32;43135594;5995292;7195
2021;A;SYSTEME DIGESTIF ET METABOLISME;44;36566252;5561287;6575
2021;A;SYSTEME DIGESTIF ET METABOLISME;52;19327018;3853999;5015
2021;A;SYSTEME DIGESTIF ET METABOLISME;53;17764882;3394567;5233
2021;A;SYSTEME DIGESTIF ET METABOLISME;75;39144457;6069352;6450
2021;A;SYSTEME DIGESTIF ET METABOLISME;76;36912755;6022176;6129
2021;A;SYSTEME DIGESTIF ET METABOLISME;84;41797473;8114361;5151
2021;A;SYSTEME DIGESTIF ET METABOLISME;93;39085558;5127840;7622
2021;B;SANG ET ORGANES HEMATOPOIETQUES;11;18959020;12317279;1539
2021;B;SANG ET ORGANES HEMATOPOIETQUES;24;4743487;2573303;1843
2021;B;SANG ET ORGANES HEMATOPOIETQUES;27;5535632;2800194;1977
2021;B;SANG ET ORGANES HEMATOPOIETQUES;28;6860124;3327966;2061
2021;B;SANG ET ORGANES HEMATOPOIETQUES;32;12609707;5995292;2103
2021;B;SANG ET ORGANES HEMATOPOIETQUES;44;11875820;5561287;2135
2021;B;SANG ET ORGANES HEMATOPOIETQUES;52;6327189;3853999;1642
2021;B;SANG ET ORGANES HEMATOPOIETQUES;53;6312891;3394567;1860
2021;B;SANG ET ORGANES HEMATOPOIETQUES;75;12317170;6069352;2029
2021;B;SANG ET ORGANES HEMATOPOIETQUES;76;12717893;6022176;2112
2021;B;SANG ET ORGANES HEMATOPOIETQUES;84;13774472;8114361;1698
2021;B;SANG ET ORGANES HEMATOPOIETQUES;93;13385557;5127840;2610
2021;C;SYSTEME CARDIO-VASCULAIRE;11;33203529;12317279;2696
2021;C;SYSTEME CARDIO-VASCULAIRE;24;10502888;2573303;4081
2021;C;SYSTEME CARDIO-VASCULAIRE;27;11155870;2800194;3984
2021;C;SYSTEME CARDIO-VASCULAIRE;28;13054044;3327966;3923
2021;C;SYSTEME CARDIO-VASCULAIRE;32;24350026;5995292;4062
2021;C;SYSTEME CARDIO-VASCULAIRE;44;21561669;5561287;3877
2021;C;SYSTEME CARDIO-VASCULAIRE;52;11727348;3853999;3043
2021;C;SYSTEME CARDIO-VASCULAIRE;53;12382463;3394567;3648
2021;C;SYSTEME CARDIO-VASCULAIRE;75;24395072;6069352;4019
2021;C;SYSTEME CARDIO-VASCULAIRE;76;21221376;6022176;3524
2021;C;SYSTEME CARDIO-VASCULAIRE;84;26820003;8114361;3305
2021;C;SYSTEME CARDIO-VASCULAIRE;93;21586623;5127840;4210
2021;D;DERMATOLOGIE;11;15148262;12317279;1230
2021;D;DERMATOLOGIE;24;2679047;2573303;1041
2021;D;DERMATOLOGIE;27;2905954;2800194;1038
2021;D;DERMATOLOGIE;28;3527594;3327966;1060
2021;D;DERMATOLOGIE;32;8892318;5995292;1483
2021;D;DERMATOLOGIE;44;7284645;5561287;1310
2021;D;DERMATOLOGIE;52;3297289;3853999;856
2021;D;DERMATOLOGIE;53;3089743;3394567;910
2021;D;DERMATOLOGIE;75;6755963;6069352;1113
2021;D;DERMATOLOGIE;76;7192642;6022176;1194
2021;D;DERMATOLOGIE;84;8215290;8114361;1012
2021;D;DERMATOLOGIE;93;8294111;5127840;1617
2021;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;11;10580229;12317279;859
2021;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;24;2331549;2573303;906
2021;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;27;2686493;2800194;959
2021;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;28;3168839;3327966;952
2021;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;32;5780107;5995292;964
2021;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;44;5222547;5561287;939
2021;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;52;3191570;3853999;828
2021;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;53;2667513;3394567;786
2021;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;75;5691762;6069352;938
2021;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;76;5542624;6022176;920
2021;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;84;6897073;8114361;850
2021;G;SYSTEME GENITO-URINAIRE ET HORMONES SEXUELLES;93;5559318;5127840;1084
2021;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;11;8708251;12317279;707
2021;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;24;2087084;2573303;811
2021;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;27;2471830;2800194;883
2021;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;28;2797309;3327966;841
2021;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;32;5046747;5995292;842
2021;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;44;4649186;5561287;836
2021;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;52;2848433;3853999;739
2021;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;53;2944312;3394567;867
2021;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;75;5566611;6069352;917
2021;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;76;5922896;6022176;984
2021;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;84;6747682;8114361;832
2021;H;HORMONES SYSTEMIQUES, A L EXCLUSION DES HORMONES SEXUELLES ET DES INSULINES;93;5764805;5127840;1124
2021;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);11;24841806;12317279;2017
2021;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);24;4764063;2573303;1851
2021;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);27;5577191;2800194;1992
2021;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);28;6731513;3327966;2023
2021;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);32;13047565;5995292;2176
2021;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);44;10833932;5561287;1948
2021;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);52;6554198;3853999;1701
2021;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);53;6199935;3394567;1826
2021;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);75;12607537;6069352;2077
2021;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);76;12171036;6022176;2021
2021;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);84;14250796;8114361;1756
2021;J;ANTI-INFECTIEUX (USAGE SYSTEMIQUE);93;12152579;5127840;2370
2021;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;11;2969352;12317279;241
2021;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;24;730575;2573303;284
2021;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;27;743981;2800194;266
2021;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;28;962387;3327966;289
2021;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;32;1626360;5995292;271
2021;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;44;1578907;5561287;284
2021;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;52;981157;3853999;255
2021;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;53;947581;3394567;279
2021;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;75;1735225;6069352;286
2021;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;76;1597715;6022176;265
2021;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;84;2156774;8114361;266
2021;L;ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS;93;1555472;5127840;303
2021;M;SYSTEME MUSCULO-SQUELETTIQUE;11;13436142;12317279;1091
2021;M;SYSTEME MUSCULO-SQUELETTIQUE;24;3357237;2573303;1305
2021;M;SYSTEME MUSCULO-SQUELETTIQUE;27;3615905;2800194;1291
2021;M;SYSTEME MUSCULO-SQUELETTIQUE;28;4306096;3327966;1294
2021;M;SYSTEME MUSCULO-SQUELETTIQUE;32;9241600;5995292;1541
2021;M;SYSTEME MUSCULO-SQUELETTIQUE;44;7914912;5561287;1423
2021;M;SYSTEME MUSCULO-SQUELETTIQUE;52;3648124;3853999;947
2021;M;SYSTEME MUSCULO-SQUELETTIQUE;53;3345176;3394567;985
2021;M;SYSTEME MUSCULO-SQUELETTIQUE;75;8054738;6069352;1327
2021;M;SYSTEME MUSCULO-SQUELETTIQUE;76;7699390;6022176;1279
2021;M;SYSTEME MUSCULO-SQUELETTIQUE;84;8753767;8114361;1079
2021;M;SYSTEME MUSCULO-SQUELETTIQUE;93;8129101;5127840;1585
2021;N;SYSTEME NERVEUX;11;128483945;12317279;10431
2021;N;SYSTEME NERVEUX;24;32681160;2573303;12700
2021;N;SYSTEME NERVEUX;27;38292493;2800194;13675
2021;N;SYSTEME NERVEUX;28;48940944;3327966;14706
2021;N;SYSTEME NERVEUX;32;87870505;5995292;14657
2021;N;SYSTEME NERVEUX;44;74936312;5561287;13475
2021;N;SYSTEME NERVEUX;52;44753133;3853999;11612
2021;N;SYSTEME NERVEUX;53;44468061;3394567;13100
2021;N;SYSTEME NERVEUX;75;82772063;6069352;13638
2021;N;SYSTEME NERVEUX;76;76828212;6022176;12758
2021;N;SYSTEME NERVEUX;84;96008240;8114361;11832
2021;N;SYSTEME NERVEUX;93;74089975;5127840;14449
2021;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;11;1058958;12317279;86
2021;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;24;143992;2573303;56
2021;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;27;177603;2800194;63
2021;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;28;223129;3327966;67
2021;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;32;446082;5995292;74
2021;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;44;356356;5561287;64
2021;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;52;202674;3853999;53
2021;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;53;215881;3394567;64
2021;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;75;450623;6069352;74
2021;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;76;462365;6022176;77
2021;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;84;451139;8114361;56
2021;P;ANTIPARASITAIRES, INSECTICIDES ET REPULSIFS;93;531265;5127840;104
2021;R;SYSTEME RESPIRATOIRE;11;22209252;12317279;1803
2021;R;SYSTEME RESPIRATOIRE;24;4791218;2573303;1862
2021;R;SYSTEME RESPIRATOIRE;27;5223354;2800194;1865
2021;R;SYSTEME RESPIRATOIRE;28;7416644;3327966;2229
2021;R;SYSTEME RESPIRATOIRE;32;15671609;5995292;2614
2021;R;SYSTEME RESPIRATOIRE;44;11734422;5561287;2110
2021;R;SYSTEME RESPIRATOIRE;52;6217423;3853999;1613
2021;R;SYSTEME RESPIRATOIRE;53;6119124;3394567;1803
2021;R;SYSTEME RESPIRATOIRE;75;12542716;6069352;2067
2021;R;SYSTEME RESPIRATOIRE;76;12140801;6022176;2016
2021;R;SYSTEME RESPIRATOIRE;84;13164956;8114361;1622
2021;R;SYSTEME RESPIRATOIRE;93;12018967;5127840;2344
2021;S;ORGANES SENSORIELS;11;14405136;12317279;1170
2021;S;ORGANES SENSORIELS;24;2878497;2573303;1119
2021;S;ORGANES SENSORIELS;27;2865477;2800194;1023
2021;S;ORGANES SENSORIELS;28;3513968;3327966;1056
2021;S;ORGANES SENSORIELS;32;6457495;5995292;1077
2021;S;ORGANES SENSORIELS;44;5658397;5561287;1017
2021;S;ORGANES SENSORIELS;52;3957263;3853999;1027
2021;S;ORGANES SENSORIELS;53;4047129;3394567;1192
2021;S;ORGANES SENSORIELS;75;6739977;6069352;1110
2021;S;ORGANES SENSORIELS;76;7653652;6022176;1271
2021;S;ORGANES SENSORIELS;84;8261863;8114361;1018
2021;S;ORGANES SENSORIELS;93;8043776;5127840;1569
2021;V;DIVERS;11;1883333;12317279;153
2021;V;DIVERS;24;355392;2573303;138
2021;V;DIVERS;27;378191;2800194;135
2021;V;DIVERS;28;482524;3327966;145
2021;V;DIVERS;32;1006991;5995292;168
2021;V;DIVERS;44;774726;5561287;139
2021;V;DIVERS;52;469638;3853999;122
2021;V;DIVERS;53;426989;3394567;126
2021;V;DIVERS;75;839529;6069352;138
2021;V;DIVERS;76;906176;6022176;150
2021;V;DIVERS;84;1174499;8114361;145
2021;V;DIVERS;93;929731;5127840;181
2020;A;SYSTEME DIGESTIF ET METABOLISME;11;62899629;12271794;5126
2020;A;SYSTEME DIGESTIF ET METABOLISME;24;14889048;2574863;5782
2020;A;SYSTEME DIGESTIF ET METABOLISME;27;16077480;2801695;5738
2020;A;SYSTEME DIGESTIF ET METABOLISME;28;19508214;3325522;5866
2020;A;SYSTEME DIGESTIF ET METABOLISME;32;40898364;5997734;6819
2020;A;SYSTEME DIGESTIF ET METABOLISME;44;34545731;5562651;6210
2020;A;SYSTEME DIGESTIF ET METABOLISME;52;18235570;3832120;4759
2020;A;SYSTEME DIGESTIF ET METABOLISME;53;16715930;3373835;4955
2020;A;SYSTEME DIGESTIF ET METABOLISME;75;37115539;6033952;6151
2020;A;SYSTEME DIGESTIF ET METABOLISME;76;34582579;5973969;5789
2020;A;SYSTEME DIGESTIF ET METABOLISME;84;39465834;8078652;4885
2020;A;SYSTEME DIGESTIF ET METABOLISME;93;36761515;5098666;7210
2020;B;SANG ET ORGANES HEMATOPOIETQUES;11;18461990;12271794;1504
2020;B;SANG ET ORGANES HEMATOPOIETQUES;24;4666712;2574863;1812
