annee;atc2;l_atc2;region;boites;population;boites_pour_1000
2022;H01;HORMONES HYPOPHYSAIRES,HYPOTHALAMIQUES ET ANALOGUES;75;101282;6113384;17
2022;H01;HORMONES HYPOPHYSAIRES,HYPOTHALAMIQUES ET ANALOGUES;76;140367;6080731;23
2022;H01;HORMONES HYPOPHYSAIRES,HYPOTHALAMIQUES ET ANALOGUES;84;140162;8163884;17
2022;H01;HORMONES HYPOPHYSAIRES,HYPOTHALAMIQUES ET ANALOGUES;93;101269;5170312;20
2022;H02;CORTICOIDES A USAGE SYSTEMIQUE;11;5586530;12380964;451
2022;H02;CORTICOIDES A USAGE SYSTEMIQUE;24;1188940;2581597;461
2022;H02;CORTICOIDES A USAGE SYSTEMIQUE;27;1562922;2803977;557
2022;H02;CORTICOIDES A USAGE SYSTEMIQUE;28;1732524;3339074;519
2022;H02;CORTICOIDES A USAGE SYSTEMIQUE;32;3001091;5998916;500
2022;H02;CORTICOIDES A USAGE SYSTEMIQUE;44;2825574;5560079;508
2022;H02;CORTICOIDES A USAGE SYSTEMIQUE;52;1574705;3879216;406
2022;H02;CORTICOIDES A USAGE SYSTEMIQUE;53;1777797;3422845;519
2022;H02;CORTICOIDES A USAGE SYSTEMIQUE;75;3203152;6113384;524
2022;H02;CORTICOIDES A USAGE SYSTEMIQUE;76;3492897;6080731;574
2022;H02;CORTICOIDES A USAGE SYSTEMIQUE;84;4086997;8163884;501
2022;H02;CORTICOIDES A USAGE SYSTEMIQUE;93;3639976;5170312;704
2022;H03;MEDICAMENTS DE LA THYROIDE;11;3195473;12380964;258
2022;H03;MEDICAMENTS DE LA THYROIDE;24;941383;2581597;365
2022;H03;MEDICAMENTS DE LA THYROIDE;27;995919;2803977;355
2022;H03;MEDICAMENTS DE LA THYROIDE;28;1136148;3339074;340
2022;H03;MEDICAMENTS DE LA THYROIDE;32;2141683;5998916;357
2022;H03;MEDICAMENTS DE LA THYROIDE;44;1939499;5560079;349
2022;H03;MEDICAMENTS DE LA THYROIDE;52;1254508;3879216;323
2022;H03;MEDICAMENTS DE LA THYROIDE;53;1219256;3422845;356
2022;H03;MEDICAMENTS DE LA THYROIDE;75;2501632;6113384;409
2022;H03;MEDICAMENTS DE LA THYROIDE;76;2542534;6080731;418
2022;H03;MEDICAMENTS DE LA THYROIDE;84;2841582;8163884;348
2022;H03;MEDICAMENTS DE LA THYROIDE;93;2425194;5170312;469
2022;H04;HORMONES PANCREATIQUES;11;110960;12380964;9
2022;H04;HORMONES PANCREATIQUES;24;15473;2581597;6
2022;H04;HORMONES PANCREATIQUES;27;18497;2803977;7
2022;H04;HORMONES PANCREATIQUES;28;27823;3339074;8
2022;H04;HORMONES PANCREATIQUES;32;57489;5998916;10
2022;H04;HORMONES PANCREATIQUES;44;37492;5560079;7
2022;H04;HORMONES PANCREATIQUES;52;23695;3879216;6
2022;H04;HORMONES PANCREATIQUES;53;22620;3422845;7
2022;H04;HORMONES PANCREATIQUES;75;51699;6113384;8
2022;H04;HORMONES PANCREATIQUES;76;48304;6080731;8
2022;H04;HORMONES PANCREATIQUES;84;66689;8163884;8
2022;H04;HORMONES PANCREATIQUES;93;48159;5170312;9
2022;H05;MEDICAMENTS DE L'EQUILIBRE CALCIQUE;11;76738;12380964;6
2022;H05;MEDICAMENTS DE L'EQUILIBRE CALCIQUE;24;12639;2581597;5
2022;H05;MEDICAMENTS DE L'EQUILIBRE CALCIQUE;27;22093;2803977;8
2022;H05;MEDICAMENTS DE L'EQUILIBRE CALCIQUE;28;17933;3339074;5
2022;H05;MEDICAMENTS DE L'EQUILIBRE CALCIQUE;32;38784;5998916;6
2022;H05;MEDICAMENTS DE L'EQUILIBRE CALCIQUE;44;37680;5560079;7
2022;H05;MEDICAMENTS DE L'EQUILIBRE CALCIQUE;52;17951;3879216;5
2022;H05;MEDICAMENTS DE L'EQUILIBRE CALCIQUE;53;18602;3422845;5
2022;H05;MEDICAMENTS DE L'EQUILIBRE CALCIQUE;75;40531;6113384;7
2022;H05;MEDICAMENTS DE L'EQUILIBRE CALCIQUE;76;46048;6080731;8
2022;H05;MEDICAMENTS DE L'EQUILIBRE CALCIQUE;84;51712;8163884;6
2022;H05;MEDICAMENTS DE L'EQUILIBRE CALCIQUE;93;33628;5170312;7
2022;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;11;20586203;12380964;1663
2022;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;24;3845785;2581597;1490
2022;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;27;4551770;2803977;1623
2022;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;28;5729542;3339074;1716
2022;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;32;11347389;5998916;1892
2022;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;44;9140824;5560079;1644
2022;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;52;5052156;3879216;1302
2022;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;53;4895267;3422845;1430
2022;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;75;10452770;6113384;1710
2022;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;76;10069679;6080731;1656
2022;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;84;11456240;8163884;1403
2022;J01;ANTIBACTERIENS A USAGE SYSTEMIQUE;93;10470212;5170312;2025
2022;J02;ANTIMYCOSIQUES A USAGE SYSTEMIQUE;11;980134;12380964;79
2022;J02;ANTIMYCOSIQUES A USAGE SYSTEMIQUE;24;202831;2581597;79
2022;J02;ANTIMYCOSIQUES A USAGE SYSTEMIQUE;27;305302;2803977;109
2022;J02;ANTIMYCOSIQUES A USAGE SYSTEMIQUE;28;286463;3339074;86
2022;J02;ANTIMYCOSIQUES A USAGE SYSTEMIQUE;32;579549;5998916;97
2022;J02;ANTIMYCOSIQUES A USAGE SYSTEMIQUE;44;485449;5560079;87
2022;J02;ANTIMYCOSIQUES A USAGE SYSTEMIQUE;52;314875;3879216;81
2022;J02;ANTIMYCOSIQUES A USAGE SYSTEMIQUE;53;323841;3422845;95
2022;J02;ANTIMYCOSIQUES A USAGE SYSTEMIQUE;75;607790;6113384;99
2022;J02;ANTIMYCOSIQUES A USAGE SYSTEMIQUE;76;608863;6080731;100
2022;J02;ANTIMYCOSIQUES A USAGE SYSTEMIQUE;84;713385;8163884;87
2022;J02;ANTIMYCOSIQUES A USAGE SYSTEMIQUE;93;751339;5170312;145
2022;J04;ANTIMYCOBACTERIENS;11;70485;12380964;6
2022;J04;ANTIMYCOBACTERIENS;24;9607;2581597;4
2022;J04;ANTIMYCOBACTERIENS;27;10315;2803977;4
2022;J04;ANTIMYCOBACTERIENS;28;13170;3339074;4
2022;J04;ANTIMYCOBACTERIENS;32;21977;5998916;4
2022;J04;ANTIMYCOBACTERIENS;44;22121;5560079;4
2022;J04;ANTIMYCOBACTERIENS;52;13805;3879216;4
2022;J04;ANTIMYCOBACTERIENS;53;11820;3422845;3
2022;J04;ANTIMYCOBACTERIENS;75;21483;6113384;4
2022;J04;ANTIMYCOBACTERIENS;76;24949;6080731;4
2022;J04;ANTIMYCOBACTERIENS;84;28471;8163884;3
2022;J04;ANTIMYCOBACTERIENS;93;24157;5170312;5
2022;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;11;1934523;12380964;156
2022;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;24;252501;2581597;98
2022;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;27;306021;2803977;109
2022;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;28;292409;3339074;88
2022;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;32;503102;5998916;84
2022;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;44;531185;5560079;96
2022;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;52;329879;3879216;85
2022;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;53;377330;3422845;110
2022;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;75;719794;6113384;118
2022;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;76;727613;6080731;120
2022;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;84;766596;8163884;94
2022;J05;ANTIVIRAUX A USAGE SYSTEMIQUE;93;774106;5170312;150
2022;J06;IMMUNSERUMS ET IMMUNOGLOBULINES;11;19159;12380964;2
2022;J06;IMMUNSERUMS ET IMMUNOGLOBULINES;24;3142;2581597;1
2022;J06;IMMUNSERUMS ET IMMUNOGLOBULINES;27;3491;2803977;1
2022;J06;IMMUNSERUMS ET IMMUNOGLOBULINES;28;4971;3339074;1
2022;J06;IMMUNSERUMS ET IMMUNOGLOBULINES;32;9403;5998916;2
2022;J06;IMMUNSERUMS ET IMMUNOGLOBULINES;44;7052;5560079;1
2022;J06;IMMUNSERUMS ET IMMUNOGLOBULINES;52;5231;3879216;1
2022;J06;IMMUNSERUMS ET IMMUNOGLOBULINES;53;4239;3422845;1
2022;J06;IMMUNSERUMS ET IMMUNOGLOBULINES;75;8634;6113384;1
2022;J06;IMMUNSERUMS ET IMMUNOGLOBULINES;76;9120;6080731;1
2022;J06;IMMUNSERUMS ET IMMUNOGLOBULINES;84;11288;8163884;1
2022;J06;IMMUNSERUMS ET IMMUNOGLOBULINES;93;9186;5170312;2
2022;J07;VACCINS;11;4512558;12380964;364
2022;J07;VACCINS;24;1024871;2581597;397
2022;J07;VACCINS;27;1044589;2803977;373
2022;J07;VACCINS;28;1376326;3339074;412
2022;J07;VACCINS;32;2408434;5998916;401
2022;J07;VACCINS;44;2068315;5560079;372
2022;J07;VACCINS;52;1573600;3879216;406
2022;J07;VACCINS;53;1401177;3422845;409
2022;J07;VACCINS;75;2398668;6113384;392
2022;J07;VACCINS;76;2274899;6080731;374
2022;J07;VACCINS;84;3076195;8163884;377
2022;J07;VACCINS;93;2062750;5170312;399
2022;L01;ANTINEOPLASIQUES;11;500716;12380964;40
2022;L01;ANTINEOPLASIQUES;24;102467;2581597;40
2022;L01;ANTINEOPLASIQUES;27;119545;2803977;43
2022;L01;ANTINEOPLASIQUES;28;147751;3339074;44
2022;L01;ANTINEOPLASIQUES;32;249406;5998916;42
2022;L01;ANTINEOPLASIQUES;44;214012;5560079;38
2022;L01;ANTINEOPLASIQUES;52;160705;3879216;41
2022;L01;ANTINEOPLASIQUES;53;162225;3422845;47
2022;L01;ANTINEOPLASIQUES;75;267267;6113384;44
2022;L01;ANTINEOPLASIQUES;76;244035;6080731;40
2022;L01;ANTINEOPLASIQUES;84;324174;8163884;40
2022;L01;ANTINEOPLASIQUES;93;240040;5170312;46
2022;L02;THERAPEUTIQUE ENDOCRINE;11;646801;12380964;52
2022;L02;THERAPEUTIQUE ENDOCRINE;24;167729;2581597;65
2022;L02;THERAPEUTIQUE ENDOCRINE;27;171264;2803977;61
2022;L02;THERAPEUTIQUE ENDOCRINE;28;209923;3339074;63
2022;L02;THERAPEUTIQUE ENDOCRINE;32;351419;5998916;59
2022;L02;THERAPEUTIQUE ENDOCRINE;44;319657;5560079;57
2022;L02;THERAPEUTIQUE ENDOCRINE;52;232604;3879216;60
2022;L02;THERAPEUTIQUE ENDOCRINE;53;211980;3422845;62
2022;L02;THERAPEUTIQUE ENDOCRINE;75;402424;6113384;66
2022;L02;THERAPEUTIQUE ENDOCRINE;76;361797;6080731;59
2022;L02;THERAPEUTIQUE ENDOCRINE;84;460512;8163884;56
2022;L02;THERAPEUTIQUE ENDOCRINE;93;346402;5170312;67
2022;L03;IMMUNOSTIMULANTS;11;281452;12380964;23
2022;L03;IMMUNOSTIMULANTS;24;76525;2581597;30
2022;L03;IMMUNOSTIMULANTS;27;67857;2803977;24
2022;L03;IMMUNOSTIMULANTS;28;92115;3339074;28
2022;L03;IMMUNOSTIMULANTS;32;166104;5998916;28
2022;L03;IMMUNOSTIMULANTS;44;146381;5560079;26
2022;L03;IMMUNOSTIMULANTS;52;81694;3879216;21
2022;L03;IMMUNOSTIMULANTS;53;81296;3422845;24
2022;L03;IMMUNOSTIMULANTS;75;134186;6113384;22
2022;L03;IMMUNOSTIMULANTS;76;147511;6080731;24
2022;L03;IMMUNOSTIMULANTS;84;200125;8163884;25
2022;L03;IMMUNOSTIMULANTS;93;156405;5170312;30
2022;L04;IMMUNOSUPPRESSEURS;11;1657604;12380964;134
2022;L04;IMMUNOSUPPRESSEURS;24;406271;2581597;157
2022;L04;IMMUNOSUPPRESSEURS;27;417906;2803977;149
2022;L04;IMMUNOSUPPRESSEURS;28;549964;3339074;165
2022;L04;IMMUNOSUPPRESSEURS;32;943977;5998916;157
2022;L04;IMMUNOSUPPRESSEURS;44;951850;5560079;171
2022;L04;IMMUNOSUPPRESSEURS;52;566121;3879216;146
2022;L04;IMMUNOSUPPRESSEURS;53;546625;3422845;160
2022;L04;IMMUNOSUPPRESSEURS;75;1005243;6113384;164
2022;L04;IMMUNOSUPPRESSEURS;76;909664;6080731;150
2022;L04;IMMUNOSUPPRESSEURS;84;1262256;8163884;155
2022;L04;IMMUNOSUPPRESSEURS;93;887946;5170312;172
2022;M01;ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX;11;6874737;12380964;555
2022;M01;ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX;24;1655659;2581597;641
2022;M01;ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX;27;1792980;2803977;639
2022;M01;ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX;28;2105895;3339074;631
2022;M01;ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX;32;4356075;5998916;726
2022;M01;ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX;44;4009039;5560079;721
2022;M01;ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX;52;1745305;3879216;450
2022;M01;ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX;53;1618134;3422845;473
2022;M01;ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX;75;4462121;6113384;730
2022;M01;ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX;76;4342954;6080731;714
2022;M01;ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX;84;4677705;8163884;573
2022;M01;ANTIINFLAMMATOIRES ET ANTIRHUMATISMAUX;93;4476157;5170312;866
2022;M02;TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES;11;4257314;12380964;344
2022;M02;TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES;24;854931;2581597;331
2022;M02;TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES;27;922793;2803977;329
2022;M02;TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES;28;1061971;3339074;318
2022;M02;TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES;32;2849579;5998916;475
2022;M02;TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES;44;2190955;5560079;394
2022;M02;TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES;52;880770;3879216;227
2022;M02;TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES;53;792199;3422845;231
2022;M02;TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES;75;1665159;6113384;272
2022;M02;TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES;76;1722726;6080731;283
2022;M02;TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES;84;2182227;8163884;267
2022;M02;TOPIQUES POUR DOULEURS ARTICULAIRES OU MUSCULAIRES;93;2247233;5170312;435
2022;M03;MYORELAXANTS;11;475435;12380964;38
2022;M03;MYORELAXANTS;24;170540;2581597;66
2022;M03;MYORELAXANTS;27;173566;2803977;62
2022;M03;MYORELAXANTS;28;190389;3339074;57
2022;M03;MYORELAXANTS;32;392746;5998916;65
2022;M03;MYORELAXANTS;44;346468;5560079;62
2022;M03;MYORELAXANTS;52;207237;3879216;53
2022;M03;MYORELAXANTS;53;173668;3422845;51
2022;M03;MYORELAXANTS;75;371827;6113384;61
2022;M03;MYORELAXANTS;76;330673;6080731;54
2022;M03;MYORELAXANTS;84;393015;8163884;48
2022;M03;MYORELAXANTS;93;326600;5170312;63
2022;M04;ANTIGOUTTEUX;11;1856775;12380964;150
2022;M04;ANTIGOUTTEUX;24;590022;2581597;229
2022;M04;ANTIGOUTTEUX;27;676688;2803977;241
2022;M04;ANTIGOUTTEUX;28;820560;3339074;246
2022;M04;ANTIGOUTTEUX;32;1504522;5998916;251
2022;M04;ANTIGOUTTEUX;44;1292239;5560079;232
2022;M04;ANTIGOUTTEUX;52;726961;3879216;187
2022;M04;ANTIGOUTTEUX;53;625633;3422845;183
2022;M04;ANTIGOUTTEUX;75;1439254;6113384;235
2022;M04;ANTIGOUTTEUX;76;1208423;6080731;199
2022;M04;ANTIGOUTTEUX;84;1471411;8163884;180
2022;M04;ANTIGOUTTEUX;93;1099039;5170312;213
2022;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;11;285676;12380964;23
2022;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;24;82793;2581597;32
2022;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;27;104506;2803977;37
2022;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;28;119726;3339074;36
2022;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;32;222537;5998916;37
2022;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;44;229564;5560079;41
2022;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;52;109054;3879216;28
2022;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;53;142441;3422845;42
2022;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;75;206917;6113384;34
2022;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;76;226681;6080731;37
2022;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;84;268117;8163884;33
2022;M05;MEDICAMENTS POUR LE TRAITEMENT DES DESORDRES OSSEUX;93;244300;5170312;47
2022;M09;AUTRES MEDICAMENTS DES DESORDRES MUSCULOSQUELETTIQUES;11;278882;12380964;23
2022;M09;AUTRES MEDICAMENTS DES DESORDRES MUSCULOSQUELETTIQUES;24;45851;2581597;18
2022;M09;AUTRES MEDICAMENTS DES DESORDRES MUSCULOSQUELETTIQUES;27;53191;2803977;19
2022;M09;AUTRES MEDICAMENTS DES DESORDRES MUSCULOSQUELETTIQUES;28;55480;3339074;17
2022;M09;AUTRES MEDICAMENTS DES DESORDRES MUSCULOSQUELETTIQUES;32;81995;5998916;14
2022;M09;AUTRES MEDICAMENTS DES DESORDRES MUSCULOSQUELETTIQUES;44;97579;5560079;18
2022;M09;AUTRES MEDICAMENTS DES DESORDRES MUSCULOSQUELETTIQUES;52;62648;3879216;16
2022;M09;AUTRES MEDICAMENTS DES DESORDRES MUSCULOSQUELETTIQUES;53;54718;3422845;16
2022;M09;AUTRES MEDICAMENTS DES DESORDRES MUSCULOSQUELETTIQUES;75;122258;6113384;20
2022;M09;AUTRES MEDICAMENTS DES DESORDRES MUSCULOSQUELETTIQUES;76;135956;6080731;22
2022;M09;AUTRES MEDICAMENTS DES DESORDRES MUSCULOSQUELETTIQUES;84;142710;8163884;17
2022;M09;AUTRES MEDICAMENTS DES DESORDRES MUSCULOSQUELETTIQUES;93;132248;5170312;26
2022;N01;ANESTHESIQUES;11;4154780;12380964;336
2022;N01;ANESTHESIQUES;24;758109;2581597;294
2022;N01;ANESTHESIQUES;27;738380;2803977;263
2022;N01;ANESTHESIQUES;28;841491;3339074;252
2022;N01;ANESTHESIQUES;32;1810155;5998916;302
2022;N01;ANESTHESIQUES;44;1738321;5560079;313
2022;N01;ANESTHESIQUES;52;1003142;3879216;259
2022;N01;ANESTHESIQUES;53;930885;3422845;272
2022;N01;ANESTHESIQUES;75;1775269;6113384;290
2022;N01;ANESTHESIQUES;76;1972259;6080731;324
2022;N01;ANESTHESIQUES;84;2135895;8163884;262
2022;N01;ANESTHESIQUES;93;2038825;5170312;394
2022;N02;ANALGESIQUES;11;95688476;12380964;7729
2022;N02;ANALGESIQUES;24;23222306;2581597;8995
2022;N02;ANALGESIQUES;27;26161182;2803977;9330
2022;N02;ANALGESIQUES;28;34477736;3339074;10326
2022;N02;ANALGESIQUES;32;61613757;5998916;10271
2022;N02;ANALGESIQUES;44;52181474;5560079;9385
2022;N02;ANALGESIQUES;52;31199333;3879216;8043
2022;N02;ANALGESIQUES;53;29069729;3422845;8493
2022;N02;ANALGESIQUES;75;56677467;6113384;9271
2022;N02;ANALGESIQUES;76;52848513;6080731;8691
2022;N02;ANALGESIQUES;84;67343554;8163884;8249
2022;N02;ANALGESIQUES;93;51954413;5170312;10049
2022;N03;ANTIEPILEPTIQUES;11;3077698;12380964;249
2022;N03;ANTIEPILEPTIQUES;24;761827;2581597;295
2022;N03;ANTIEPILEPTIQUES;27;881699;2803977;314
2022;N03;ANTIEPILEPTIQUES;28;1152268;3339074;345
2022;N03;ANTIEPILEPTIQUES;32;1861503;5998916;310
2022;N03;ANTIEPILEPTIQUES;44;1612058;5560079;290
2022;N03;ANTIEPILEPTIQUES;52;1131907;3879216;292
2022;N03;ANTIEPILEPTIQUES;53;1225499;3422845;358
2022;N03;ANTIEPILEPTIQUES;75;2178446;6113384;356
2022;N03;ANTIEPILEPTIQUES;76;1968855;6080731;324
2022;N03;ANTIEPILEPTIQUES;84;2275309;8163884;279
2022;N03;ANTIEPILEPTIQUES;93;1677673;5170312;324
2022;N04;ANTIPARKINSONIENS;11;1390496;12380964;112
2022;N04;ANTIPARKINSONIENS;24;420201;2581597;163
2022;N04;ANTIPARKINSONIENS;27;535684;2803977;191
2022;N04;ANTIPARKINSONIENS;28;536608;3339074;161
2022;N04;ANTIPARKINSONIENS;32;984873;5998916;164
2022;N04;ANTIPARKINSONIENS;44;932817;5560079;168
2022;N04;ANTIPARKINSONIENS;52;633789;3879216;163
2022;N04;ANTIPARKINSONIENS;53;564506;3422845;165
2022;N04;ANTIPARKINSONIENS;75;1130805;6113384;185
2022;N04;ANTIPARKINSONIENS;76;1059541;6080731;174
2022;N04;ANTIPARKINSONIENS;84;1247526;8163884;153
2022;N04;ANTIPARKINSONIENS;93;950006;5170312;184
2022;N05;PSYCHOLEPTIQUES;11;15205028;12380964;1228
2022;N05;PSYCHOLEPTIQUES;24;4325991;2581597;1676
2022;N05;PSYCHOLEPTIQUES;27;5421287;2803977;1933
2022;N05;PSYCHOLEPTIQUES;28;6902850;3339074;2067
2022;N05;PSYCHOLEPTIQUES;32;13716254;5998916;2286
2022;N05;PSYCHOLEPTIQUES;44;10246620;5560079;1843
2022;N05;PSYCHOLEPTIQUES;52;6319784;3879216;1629
2022;N05;PSYCHOLEPTIQUES;53;7939842;3422845;2320
2022;N05;PSYCHOLEPTIQUES;75;12532194;6113384;2050
2022;N05;PSYCHOLEPTIQUES;76;11783325;6080731;1938
2022;N05;PSYCHOLEPTIQUES;84;13354731;8163884;1636
2022;N05;PSYCHOLEPTIQUES;93;11935188;5170312;2308
2022;N06;PSYCHOANALEPTIQUES;11;11521586;12380964;931
2022;N06;PSYCHOANALEPTIQUES;24;2968129;2581597;1150
2022;N06;PSYCHOANALEPTIQUES;27;3505382;2803977;1250
2022;N06;PSYCHOANALEPTIQUES;28;4758137;3339074;1425
2022;N06;PSYCHOANALEPTIQUES;32;6711686;5998916;1119
2022;N06;PSYCHOANALEPTIQUES;44;5759441;5560079;1036
2022;N06;PSYCHOANALEPTIQUES;52;4359398;3879216;1124
2022;N06;PSYCHOANALEPTIQUES;53;4307652;3422845;1259
2022;N06;PSYCHOANALEPTIQUES;75;7752075;6113384;1268
2022;N06;PSYCHOANALEPTIQUES;76;7342597;6080731;1208
2022;N06;PSYCHOANALEPTIQUES;84;9874057;8163884;1209
2022;N06;PSYCHOANALEPTIQUES;93;6615676;5170312;1280
2022;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;11;3377824;12380964;273
2022;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;24;1319014;2581597;511
2022;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;27;2236293;2803977;798
2022;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;28;2233541;3339074;669
2022;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;32;4325285;5998916;721
2022;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;44;5402035;5560079;972
2022;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;52;1785540;3879216;460
2022;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;53;2069961;3422845;605
2022;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;75;3647962;6113384;597
2022;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;76;3473557;6080731;571
2022;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;84;4079075;8163884;500
2022;N07;AUTRES MEDICAMENTS DU SYSTEME NERVEUX;93;2646293;5170312;512
2022;P01;ANTIPROTOZOAIRES;11;616551;12380964;50
2022;P01;ANTIPROTOZOAIRES;24;73987;2581597;29
2022;P01;ANTIPROTOZOAIRES;27;90449;2803977;32
2022;P01;ANTIPROTOZOAIRES;28;115017;3339074;34
2022;P01;ANTIPROTOZOAIRES;32;254181;5998916;42
2022;P01;ANTIPROTOZOAIRES;44;210703;5560079;38
2022;P01;ANTIPROTOZOAIRES;52;101767;3879216;26
2022;P01;ANTIPROTOZOAIRES;53;109367;3422845;32
2022;P01;ANTIPROTOZOAIRES;75;228973;6113384;37
2022;P01;ANTIPROTOZOAIRES;76;241189;6080731;40
2022;P01;ANTIPROTOZOAIRES;84;257508;8163884;32
2022;P01;ANTIPROTOZOAIRES;93;309862;5170312;60
2022;P02;ANTHELMINTHIQUES;11;376537;12380964;30
2022;P02;ANTHELMINTHIQUES;24;55559;2581597;22
2022;P02;ANTHELMINTHIQUES;27;75264;2803977;27
2022;P02;ANTHELMINTHIQUES;28;94497;3339074;28
2022;P02;ANTHELMINTHIQUES;32;145429;5998916;24
2022;P02;ANTHELMINTHIQUES;44;121704;5560079;22
2022;P02;ANTHELMINTHIQUES;52;85095;3879216;22
2022;P02;ANTHELMINTHIQUES;53;102582;3422845;30
2022;P02;ANTHELMINTHIQUES;75;199607;6113384;33
2022;P02;ANTHELMINTHIQUES;76;204853;6080731;34
2022;P02;ANTHELMINTHIQUES;84;176976;8163884;22
2022;P02;ANTHELMINTHIQUES;93;208323;5170312;40
2022;P03;PYRETHRINES;11;51430;12380964;4
2022;P03;PYRETHRINES;24;9949;2581597;4
2022;P03;PYRETHRINES;27;9223;2803977;3
2022;P03;PYRETHRINES;28;21653;3339074;6
2022;P03;PYRETHRINES;32;34588;5998916;6
2022;P03;PYRETHRINES;44;22493;5560079;4
2022;P03;PYRETHRINES;52;14530;3879216;4
2022;P03;PYRETHRINES;53;14188;3422845;4
2022;P03;PYRETHRINES;75;38878;6113384;6
2022;P03;PYRETHRINES;76;34272;6080731;6
2022;P03;PYRETHRINES;84;22929;8163884;3
2022;P03;PYRETHRINES;93;27061;5170312;5
2022;R01;PREPARATIONS NASALES;11;5626340;12380964;454
2022;R01;PREPARATIONS NASALES;24;1042628;2581597;404
2022;R01;PREPARATIONS NASALES;27;1204566;2803977;430
2022;R01;PREPARATIONS NASALES;28;1457830;3339074;437
2022;R01;PREPARATIONS NASALES;32;3679249;5998916;613
2022;R01;PREPARATIONS NASALES;44;2750867;5560079;495
2022;R01;PREPARATIONS NASALES;52;1292243;3879216;333
